Portien,rateconst,new_Median,new_sd,gumbel_Median,gumbel _sd
CAND1_MOUSE,0.281239,0.28889,0.0495237787734337,0.281239,0.060772
CAND2_MOUSE,NaN,NaN,NaN,NaN,0
CAP1_MOUSE,0.326036,0.31818,0.0492377848405064,0.326036,0.057115
CAPG_MOUSE,NaN,NaN,NaN,NaN,0
CAPR1_MOUSE,0.572672,0.67967,0.482421807711421,0.572672,0.151317
CAPZB_MOUSE,0.278615,0.32279,0.0634008273132142,0.278615,0.065057
CASP6_MOUSE,0.44093,0.47355,0,0.44093,0.046126
CASP8_MOUSE,0.339319,0.69921,0,0.339319,0.159799
CATA_MOUSE,1.114644,0.70662,0.0565909224522803,1.114644,0.2905
CATB_MOUSE,0.334491,0.34726,0.119528017956223,0.334491,0.082973
CATC_MOUSE,0.278661,0.38536,0.0849363899868602,0.278661,0.121469
CATD_MOUSE,0.243467,0.27015,0.097829270569942,0.243467,0.036867
CATF_MOUSE,0.060049,0.08574,0.0433728094547725,0.060049,0.054825
CATH_MOUSE,0.325837,0.48161,0.536482443163075,0.325837,0.030381
CATL1_MOUSE,0.99946,0.99946,0.45781,0.99946,0.647439
CATS_MOUSE,0.290665,0.29067,0,0.290665,NaN
CATZ_MOUSE,0.305081,0.31227,0.0486168092741595,0.305081,0.045198
CAVN1_MOUSE,NaN,NaN,NaN,NaN,0
CAZA1_MOUSE,0.157391,0.17524,0,0.157391,0.025249
CAZA2_MOUSE,0.22258,0.21942,0.0573557399579366,0.22258,0.039049
CB072_MOUSE,0.066254,0.22834,0.22772,0.066254,0.09282
CBPQ_MOUSE,0.146658,0.13831,0.0291942065485603,0.146658,0.024511
CBR1_MOUSE,0.193093,0.23486,0.220500132843497,0.193093,0.054456
CBR3_MOUSE,NaN,NaN,NaN,NaN,0
CBR4_MOUSE,0.141042,0.14098,0.00908796038723761,0.141042,0.02186
CBS_MOUSE,0.553157,0.59429,0.118760569988528,0.553157,0.135867
CBX3_MOUSE,0.729936,0.62155,0.34238988052933,0.729936,0.586395
CC50A_MOUSE,0.067228,0.269335,0.069705,0.067228,0.090239
CCAR1_MOUSE,0.207979,0.41596,0,0.207979,0.294126
CCD22_MOUSE,0.147664,0.19126,0,0.147664,0.061659
CCD25_MOUSE,0.5759,0.3854,0,0.5759,0.269406
CCD47_MOUSE,0.290919,0.282085,0.0543396686490531,0.290919,0.057603
CCD93_MOUSE,0.044968,0.21773,0,0.044968,0.057075
CCHL_MOUSE,0.943263,NaN,NaN,0.943263,1.296068
CCS_MOUSE,1.501606,1.501605,0.0365449999999999,1.501606,0.051681
CD166_MOUSE,0.179103,0.323515,0.023075,0.179103,0.170187
CD1D1_MOUSE,0.415523,NaN,NaN,0.415523,0.587638
CD302_MOUSE,8.734439,NaN,NaN,8.734439,NaN
CD36_MOUSE,1.127377,0.58016,0,1.127377,NaN
CD38_MOUSE,NaN,NaN,NaN,NaN,0
CD47_MOUSE,0.159653,0.15965,0,0.159653,NaN
CD81_MOUSE,0.344594,0.34459,0.10912,0.344594,0.15432
CD82_MOUSE,NaN,3.63085,0,NaN,0
CDC37_MOUSE,0.711891,0.55977,0.189203912419907,0.711891,0.063333
CDC42_MOUSE,1.233727,0.65765,0.657772360369959,1.233727,0.814702
CDC5L_MOUSE,0.681027,0.681025,0.192035,0.681027,0.27158
CDC73_MOUSE,0.349699,NaN,NaN,0.349699,NaN
CDIPT_MOUSE,0.206709,0.36601,0.276050253194756,0.206709,0.044244
CDK5_MOUSE,0.631455,0.425595,0.198055,0.631455,0.011034
CDS2_MOUSE,0.58641,0.58641,0.28609,0.58641,0.404589
CDV3_MOUSE,0.581068,0.58107,0.02201,0.581068,0.031129
CEAM1_MOUSE,0.395363,0.40602,0.118085503767397,0.395363,0.055769
CELF1_MOUSE,0.178777,0.274425,0.073725,0.178777,0.031003
CENPV_MOUSE,0.049362,0.04624,0.00683598383555725,0.049362,0.005903
CEPT1_MOUSE,0.321477,0.43725,0,0.321477,0.163729
CERS2_MOUSE,0.875839,0.93082,0.0870016552843808,0.875839,0.073907
CERU_MOUSE,0.647138,0.89489,0.55479807521656,0.647138,0.613247
CFAB_MOUSE,2.035069,2.03507,0,2.035069,NaN
CFAH_MOUSE,0.55557,1.884935,1.323625,0.55557,0.008119
CFAI_MOUSE,1.462311,1.19923,0,1.462311,0.372053
CGL_MOUSE,0.242581,0.29265,0.0494130733308504,0.242581,0.062473
CH082_MOUSE,0.121774,0.12177,0,0.121774,NaN
CH10_MOUSE,0.213291,0.20787,0.0108646613691669,0.213291,0.007673
CH60_MOUSE,0.139282,0.1399,0.0283538606895075,0.139282,0.035971
CHAC2_MOUSE,4.7E-05,NaN,NaN,4.7E-05,NaN
CHCH1_MOUSE,0.164289,0.27667,0,0.164289,0.158931
CHCH2_MOUSE,2.218491,2.22935,0,2.218491,0.015358
CHD4_MOUSE,0.326791,0.32679,0,0.326791,NaN
CHDH_MOUSE,0.14178,0.16581,0.0194745037420726,0.14178,0.038341
CHIL3_MOUSE,0.050977,NaN,NaN,0.050977,NaN
CHKB_MOUSE,0.055603,NaN,NaN,0.055603,NaN
CHLE_MOUSE,0.716754,4.83185,3.20597,0.716754,0.047325
CHM4B_MOUSE,1.259557,1.25956,0,1.259557,NaN
CHMP5_MOUSE,0.160131,0.17684,0,0.160131,0.023637
CHMP6_MOUSE,9.174094,NaN,NaN,9.174094,NaN
CHP1_MOUSE,1.064407,NaN,NaN,1.064407,NaN
CHPT1_MOUSE,0.475299,0.4753,0,0.475299,NaN
CHRD1_MOUSE,0.210298,0.4735,0.05854,0.210298,0.03437
CHSP1_MOUSE,0.32679,NaN,NaN,0.32679,0.033228
CING_MOUSE,0.420138,0.26256,0.225033809068771,0.420138,0.056128
CISD1_MOUSE,0.197299,0.197305,0.079654212276146,0.197299,0.096257
CISD2_MOUSE,0.231049,0.23105,0,0.231049,NaN
CISD3_MOUSE,0.138915,0.12587,0,0.138915,0.018452
CISY_MOUSE,0.075176,0.089815,0.0658008377606243,0.075176,0.068392
CK054_MOUSE,0.277846,0.3352,0.0563532683701664,0.277846,0.056097
CK5P3_MOUSE,0.318754,0.31875,0,0.318754,NaN
CLC4F_MOUSE,2.1245,2.1245,0,2.1245,NaN
CLC4G_MOUSE,1.037979,NaN,NaN,1.037979,1.30828
CLCB_MOUSE,0.559561,0.55956,0,0.559561,NaN
CLCC1_MOUSE,0.455756,1.38407,0,0.455756,NaN
CLH1_MOUSE,0.178653,0.24248,0.0304741709649336,0.178653,0.050032
CLIC1_MOUSE,0.133834,0.250475,0.107385,0.133834,0.013093
CLIC4_MOUSE,0.254113,0.28353,0.106084382136737,0.254113,0.027695
CLPB_MOUSE,0.433514,0.43351,0,0.433514,NaN
CLPP_MOUSE,0.167315,0.143345,0.0913767570282509,0.167315,0.133167
CLPT1_MOUSE,1.009664,0.37172,0,1.009664,0.29097
CLPX_MOUSE,0.806527,5.87728,3.97877638632155,0.806527,0.407129
CLUS_MOUSE,0.163801,0.1638,0,0.163801,NaN
CLU_MOUSE,0.65921,0.95834,0.336382859634673,0.65921,0.368611
CLYBL_MOUSE,0.07239,0.097975,0.0784752562736958,0.07239,0.057883
CMAH_MOUSE,0.498058,NaN,NaN,0.498058,NaN
CMBL_MOUSE,0.27362,0.24709,0.0214198332393135,0.27362,0.041716
CMC1_MOUSE,0.181463,0.17685,0.0807710065937824,0.181463,0.071902
CMC2_MOUSE,0.151932,0.17243,0.0124468013561718,0.151932,0.040431
CMLO1_MOUSE,0.640763,0.64076,0.04041,0.640763,0.057147
CMPK2_MOUSE,0.273605,NaN,NaN,0.273605,NaN
CMTD1_MOUSE,0.232644,0.23264,0,0.232644,NaN
CMTR1_MOUSE,0.05667,NaN,NaN,0.05667,0.018246
CNBP_MOUSE,0.780204,0.7802,0,0.780204,NaN
CNDP2_MOUSE,0.283738,0.29456,0.0407353623280805,0.283738,0.035371
CNN3_MOUSE,1.097713,0.735,0,1.097713,0.026572
CNOT1_MOUSE,0.584762,NaN,NaN,0.584762,0.582099
CNPY2_MOUSE,0.571328,0.3425,0.15688,0.571328,0.103295
CNPY3_MOUSE,0.248659,NaN,NaN,0.248659,NaN
CO1A1_MOUSE,0.02399,0.03816,0,0.02399,0.020039
CO1A2_MOUSE,1.679339,NaN,NaN,1.679339,NaN
CO3_MOUSE,5.496514,6.64283,2.25621849600964,5.496514,3.002928
CO4A1_MOUSE,0.173705,NaN,NaN,0.173705,NaN
CO4A2_MOUSE,0.028497,0.03013,0.00657637353629559,0.028497,0.002307
CO4B_MOUSE,1.515699,2.6424,3.14057949146714,1.515699,1.370722
CO5_MOUSE,0.919388,1.16174,0.2728,0.919388,0.043063
CO6A1_MOUSE,0.006029,0.012055,0.0219519441052495,0.006029,0.004506
CO6A2_MOUSE,0.000486,0.00037,0.000391265752256556,0.000486,0.000508
CO8A_MOUSE,0.807931,0.807935,0.264985,0.807931,0.374744
CO8B_MOUSE,0.137095,2.48207,0,0.137095,0.151121
CO8G_MOUSE,4.822731,4.82273,3.10436,4.822731,4.390224
CO9_MOUSE,8.549634,8.54963,0,8.549634,NaN
COA6_MOUSE,0.517653,0.51765,0,0.517653,NaN
COA7_MOUSE,0.267836,NaN,NaN,0.267836,NaN
COASY_MOUSE,0.308183,0.3392,0.0646329349480588,0.308183,0.065724
COBL1_MOUSE,0.041039,0.320855,0.082865,0.041039,0.032553
COEA1_MOUSE,0.187873,0.1588,0,0.187873,NaN
COF1_MOUSE,0.409347,0.49408,0.217205117582436,0.409347,0.086516
COF2_MOUSE,0.329105,0.30841,0.118523289506981,0.329105,0.029262
COIA1_MOUSE,1.661186,1.72337,0,1.661186,0.08794
COMT_MOUSE,0.512222,0.48847,0.359423953124997,0.512222,0.115492
COPA_MOUSE,0.419825,0.43644,0.114614907128174,0.419825,0.113759
COPB2_MOUSE,0.11471,0.34638,0.183912963936749,0.11471,0.132983
COPB_MOUSE,0.438532,0.45005,0.0799837373470383,0.438532,0.094007
COPD_MOUSE,0.410846,0.545985,0.171729558372314,0.410846,0.314125
COPE_MOUSE,0.286054,0.422075,0.239189157153914,0.286054,0.202661
COPG1_MOUSE,0.390567,0.39368,0.106977341638311,0.390567,0.092731
COPG2_MOUSE,0.225652,0.291545,0.0971486225777288,0.225652,0.184006
COPT1_MOUSE,0.90419,1.61552,0,0.90419,1.00597
COPZ1_MOUSE,1.162711,NaN,NaN,1.162711,0.13747
COQ3_MOUSE,0.43251,0.17464,0,0.43251,0.032582
COQ5_MOUSE,0.181501,NaN,NaN,0.181501,0.010501
COQ6_MOUSE,0.104354,0.159445,0.0715386409571778,0.104354,0.029461
COQ7_MOUSE,0.229142,0.190325,0.038815,0.229142,NaN
COQ8A_MOUSE,0.693145,0.64713,0.114131224018671,0.693145,0.123474
COQ9_MOUSE,0.209509,0.20926,0.177358626462193,0.209509,0.033749
COR1A_MOUSE,0.42443,NaN,NaN,0.42443,0.600234
COR1B_MOUSE,0.159706,0.16565,0.0424619942484518,0.159706,0.008403
COR1C_MOUSE,0.089497,0.187875,0.127155,0.089497,0.040699
CORO7_MOUSE,0.10591,0.10591,0.114345878150461,0.10591,0.013485
COTL1_MOUSE,0.132422,0.13242,0,0.132422,NaN
COX15_MOUSE,0.320354,0.52609,0,0.320354,0.290961
COX1_MOUSE,0.088761,0.08876,0.0537967403752309,0.088761,0.000806
COX20_MOUSE,0.087064,NaN,NaN,0.087064,NaN
COX2_MOUSE,0.074373,0.14533,0.0405409282577496,0.074373,0.069798
COX3_MOUSE,0.147208,0.147205,0.018305,0.147208,0.025885
COX41_MOUSE,0.143172,0.15074,0.0248655507881889,0.143172,0.037286
COX5A_MOUSE,0.250622,0.08024,0.0545373016078598,0.250622,0.014973
COX5B_MOUSE,0.118104,0.11638,0.00268402235460139,0.118104,0.003264
COX6C_MOUSE,0.163265,0.17282,0.0205617114073707,0.163265,0.035178
COX7R_MOUSE,0.418446,0.54703,0.12858,0.418446,NaN
CP17A_MOUSE,NaN,NaN,NaN,NaN,0
CP1A2_MOUSE,1.134832,1.12691,0.311388443741896,1.134832,0.350666
CP20A_MOUSE,0.088246,NaN,NaN,0.088246,NaN
CP237_MOUSE,1.072538,1.00135,0.241652619551289,1.072538,0.243906
CP238_MOUSE,1.859722,NaN,NaN,1.859722,NaN
CP240_MOUSE,0.682548,0.995055,2.51576723884056,0.682548,0.12909
CP254_MOUSE,0.58591,0.54809,0.115665647173221,0.58591,0.144094
CP255_MOUSE,2.170729,1.128245,1.042485,2.170729,NaN
CP270_MOUSE,1.513323,1.74399,2.32368942309423,1.513323,0.270655
CP27A_MOUSE,0.435863,0.40103,0.120553719411721,0.435863,0.100952
CP2A4_MOUSE,1.152678,4.81013,4.10744,1.152678,0.952446
CP2A5_MOUSE,1.395951,2.60916,2.05576128422538,1.395951,1.114985
CP2AC_MOUSE,0.491087,0.70926,0.469373457562313,0.491087,0.130565
CP2CN_MOUSE,1.506027,1.44818,0.470956907175168,1.506027,0.445548
CP2CT_MOUSE,0.902699,0.79033,0.266075535215096,0.902699,0.25294
CP2D9_MOUSE,0.966816,0.85138,0.246636378387293,0.966816,0.239614
CP2DA_MOUSE,0.712737,0.68772,0.114736756621407,0.712737,0.170594
CP2DB_MOUSE,0.592936,0.59934,0.0105247084942477,0.592936,0.009053
CP2DQ_MOUSE,0.946392,0.85264,0.146452610027954,0.946392,0.227982
CP2E1_MOUSE,1.640035,1.84417,1.897393251684,1.640035,0.409181
CP2F2_MOUSE,0.922762,0.98323,0.122742046846221,0.922762,0.226248
CP2J5_MOUSE,1.352669,1.26835,0.271150811807747,1.352669,0.278416
CP341_MOUSE,3.263182,3.75194,0.805379266219338,3.263182,1.037119
CP39A_MOUSE,0.124364,0.124365,0.124365,0.124364,0.175877
CP3AB_MOUSE,0.944075,2.93597,3.31915489574316,0.944075,0.947529
CP3AD_MOUSE,0.807914,0.83179,0.936486633072785,0.807914,0.232031
CP3AP_MOUSE,1.458784,1.40785,0.638660251481351,1.458784,0.86127
CP4AA_MOUSE,1.587806,1.08472,0.538377507394904,1.587806,0.283988
CP4AE_MOUSE,0.688611,0.72509,0.346637617497005,0.688611,0.042201
CP4B1_MOUSE,0.079748,0.15503,0,0.079748,0.089403
CP4CA_MOUSE,0.566363,0.6469,0.163350460103423,0.566363,0.167646
CP4CB_MOUSE,NaN,NaN,NaN,NaN,0
CP4F3_MOUSE,0.193554,0.3825,0,0.193554,0.267207
CP4FE_MOUSE,0.57774,0.648,0.071865062598054,0.57774,0.109676
CP4V2_MOUSE,0.969163,0.75052,0.232073275214424,0.969163,0.176199
CP51A_MOUSE,1.200684,2.290035,2.30940132409114,1.200684,0.069188
CP7A1_MOUSE,1.959517,1.82861,0.454431900973317,1.959517,0.185134
CP7B1_MOUSE,0.94292,1.16239,0.728904113243985,0.94292,0.042419
CP8B1_MOUSE,1.701077,2.323835,2.10416062445931,1.701077,0.844475
CPIN1_MOUSE,0.410902,NaN,NaN,0.410902,0.57184
CPN2_MOUSE,0.243117,0.47992,0,0.243117,0.334888
CPNE1_MOUSE,0.250533,0.85156,0.3551,0.250533,0.347788
CPNE3_MOUSE,0.238374,0.28223,0.0538216635442149,0.238374,0.062019
CPNS1_MOUSE,0.355171,0.33151,0.16643229274618,0.355171,0.256352
CPPED_MOUSE,0.76761,0.53126,0.391295967738935,0.76761,0.485096
CPSF1_MOUSE,0.157866,0.15787,0,0.157866,NaN
CPSF5_MOUSE,0.294116,1.23315,0,0.294116,0.063527
CPSF6_MOUSE,1.269363,0.32083,0,1.269363,1.341425
CPSF7_MOUSE,0.37861,NaN,NaN,0.37861,NaN
CPSM_MOUSE,0.133199,0.15448,0.0397916033353772,0.133199,0.039281
CPT1A_MOUSE,0.367331,0.43981,0.0912396154310177,0.367331,0.095928
CPT2_MOUSE,0.228034,0.22647,0.0135922360191397,0.228034,0.061622
CR1L_MOUSE,0.478032,0.26209,0,0.478032,0.305391
CRADD_MOUSE,NaN,NaN,NaN,NaN,0
CREG1_MOUSE,2.073551,2.07355,0.36032,2.073551,0.509572
CREL2_MOUSE,0.543362,0.54336,0,0.543362,NaN
CRIP2_MOUSE,0.26198,0.26215,0.00463598485281775,0.26198,0.000236
CRKL_MOUSE,0.282298,0.3706,0.398657850989486,0.282298,0.109554
CRK_MOUSE,0.341147,0.26855,0.08809,0.341147,0.021907
CRYL1_MOUSE,0.108518,0.10852,0.0824385959366121,0.108518,0.003777
CS012_MOUSE,NaN,NaN,NaN,NaN,0
CSAD_MOUSE,0.256817,0.27717,0.0429995976725364,0.256817,0.064356
CSDE1_MOUSE,0.827865,NaN,NaN,0.827865,0.442972
CSK21_MOUSE,0.610691,1.30468,0.76253,0.610691,0.096938
CSK22_MOUSE,NaN,NaN,NaN,NaN,0
CSK2B_MOUSE,0.26828,0.44073,0,0.26828,0.243881
CSKP_MOUSE,0.083589,NaN,NaN,0.083589,0.042751
CSK_MOUSE,0,0,0,0,NaN
CSN1_MOUSE,0.38604,0.38604,0,0.38604,NaN
CSN2_MOUSE,0,0.37186,0,0,0
CSN3_MOUSE,0.251251,0.32579,0,0.251251,0.105408
CSN4_MOUSE,0.298108,0.28119,0.0278960526877111,0.298108,0.023919
CSN5_MOUSE,0.560267,1.30494,0.80734,0.560267,0.088623
CSN6_MOUSE,0.228769,0.31143,0,0.228769,0.116894
CSN7A_MOUSE,NaN,NaN,NaN,NaN,0
CSN8_MOUSE,0.259417,0.259415,0.035845,0.259417,0.050693
CSRP1_MOUSE,0.000767,NaN,NaN,0.000767,0.000715
CSRP3_MOUSE,0.302268,0.39009,0.08997,0.302268,0.003038
CSTF1_MOUSE,0.249127,NaN,NaN,0.249127,0.343137
CTBP1_MOUSE,0.188166,NaN,NaN,0.188166,NaN
CTL1_MOUSE,0.311766,0.31177,0,0.311766,NaN
CTNA1_MOUSE,0.628042,0.607735,0.179422890440124,0.628042,0.116846
CTNA2_MOUSE,0.637308,NaN,NaN,0.637308,NaN
CTNB1_MOUSE,0.498795,0.55427,0.144865589205995,0.498795,0.133205
CTND1_MOUSE,0.451521,0.63813,0.0831692526358149,0.451521,0.310621
CUL1_MOUSE,0.350552,0.524805,0.165425,0.350552,0.012488
CUL2_MOUSE,0.338958,1.766465,1.315455,0.338958,0.158469
CUL3_MOUSE,0.230952,0.41939,0.1755,0.230952,0.018291
CUL4A_MOUSE,1.730128,0.8905,0,1.730128,1.187417
CUTC_MOUSE,0.047351,0.00094,0.00083,0.047351,0.064461
CX6A1_MOUSE,0.203681,0.20368,0.00994,0.203681,0.014061
CX6B1_MOUSE,0.205939,0.213095,0.0173232950098992,0.205939,0.020001
CX7A2_MOUSE,0.192157,0.19216,0,0.192157,NaN
CXB1_MOUSE,1.162349,7.49486,2.85326196456306,1.162349,1.642345
CXB2_MOUSE,2.927196,2.9272,0,2.927196,NaN
CY1_MOUSE,0.112568,0.12305,0.0191285016663616,0.112568,0.021712
CY250_MOUSE,0.609543,0.88492,0.206232947668407,0.609543,0.458372
CYB5B_MOUSE,0.263586,0.26796,0.134007653005341,0.263586,0.02693
CYB5_MOUSE,0.445547,0.38931,0.0849068950321468,0.445547,0.103581
CYBC1_MOUSE,0.349941,NaN,NaN,0.349941,NaN
CYBP_MOUSE,0.664613,0.440995,0.252305,0.664613,0.040571
CYC_MOUSE,0.168714,0.17853,0.0292410481344291,0.168714,0.019625
CYFP2_MOUSE,0.109416,0.10942,0,0.109416,NaN
CYGB_MOUSE,0.300397,0.3004,0,0.300397,NaN
CYRIB_MOUSE,0.145178,NaN,NaN,0.145178,0.058026
CYTB_MOUSE,0.251698,0.23907,0.0207909034596062,0.251698,0.011276
CZIB_MOUSE,0.279263,0.27926,0.12292,0.279263,0.173836
D19L1_MOUSE,0.182783,0.31772,0,0.182783,0.190825
D39U1_MOUSE,0.273316,0.09117,0,0.273316,0.25969
D42E1_MOUSE,NaN,NaN,NaN,NaN,0
DAD1_MOUSE,0.195553,0.19555,0,0.195553,NaN
DAP1_MOUSE,1.859722,NaN,NaN,1.859722,NaN
DAZP1_MOUSE,0.264232,0.26946,0.020487011061212,0.264232,0.005573
DBNL_MOUSE,0.24571,0.38549,0.124666295988754,0.24571,0.18322
DC1I2_MOUSE,0.360159,0.38811,0.139184925029816,0.360159,0.039531
DC1L1_MOUSE,NaN,0.15453,0,NaN,0
DC1L2_MOUSE,0.430686,NaN,NaN,0.430686,NaN
DCA11_MOUSE,2.602844,NaN,NaN,2.602844,0.32937
DCAF8_MOUSE,0.768241,NaN,NaN,0.768241,0.238737
DCAKD_MOUSE,0.181537,NaN,NaN,0.181537,NaN
DCMC_MOUSE,0.15505,0.13695,0.0855698349122726,0.15505,0.028356
DCNL1_MOUSE,0.628794,0.57343,0,0.628794,0.07829
DCPS_MOUSE,0.282956,0.23449,0.204707454839013,0.282956,0.068542
DCTN1_MOUSE,0.205364,0.205365,0.078605,0.205364,0.111167
DCTN2_MOUSE,0.540926,1.189275,0.953705,0.540926,0.431835
DCUP_MOUSE,0.667136,0.68934,0.27469685210347,0.667136,0.031395
DCXR_MOUSE,0.144784,0.172305,0.0556998978903911,0.144784,0.003269
DD19A_MOUSE,0.183183,0.18318,0,0.183183,NaN
DDAH1_MOUSE,0.174732,0.23239,0.0905597474378104,0.174732,0.058177
DDAH2_MOUSE,0.087039,0.08994,0,0.087039,0.004109
DDB1_MOUSE,0.323058,0.67165,0.593216165032613,0.323058,0.297869
DDC_MOUSE,0.185984,0.217075,0.210975418469635,0.185984,0.028842
DDI1_MOUSE,NaN,NaN,NaN,NaN,0
DDI2_MOUSE,0.433364,0.6114,0.193921727428233,0.433364,0.374766
DDRGK_MOUSE,0.471894,1.04065,0.4117,0.471894,0.222105
DDX17_MOUSE,1.327065,1.29824,1.87003542034785,1.327065,0.040765
DDX1_MOUSE,0.298596,0.36047,0.0732043442973161,0.298596,0.063486
DDX21_MOUSE,0.52597,0.52597,0,0.52597,NaN
DDX3X_MOUSE,1.252395,1.43967,0.445838162592661,1.252395,0.502326
DDX3Y_MOUSE,0.269303,0.53861,0,0.269303,0.380852
DDX46_MOUSE,NaN,NaN,NaN,NaN,0
DDX58_MOUSE,0.297459,0.29746,0.105120296922145,0.297459,0.031109
DDX5_MOUSE,1.725335,1.5444,0.53414,1.725335,0.499509
DDX6_MOUSE,0.291016,0.3306,0,0.291016,0.055986
DECR2_MOUSE,0.502662,0.499,0.0417809032932511,0.502662,0.042414
DECR_MOUSE,0.138674,0.13167,0.0339614885421708,0.138674,0.032534
DEK_MOUSE,0.26647,0.323405,0.013995,0.26647,0.10031
DENR_MOUSE,0.059331,0.32368,0.232950426962953,0.059331,0.083671
DEOC_MOUSE,0.255417,0.54215,0.0759336043308012,0.255417,0.284965
DERL2_MOUSE,0.204084,0.20408,0,0.204084,NaN
DESM_MOUSE,0.016414,0.05988,0.0802595610254629,0.016414,0.029011
DESP_MOUSE,0.256845,0.150625,0.206147631625978,0.256845,0.255922
DEST_MOUSE,0.49814,0.48217,0.174241002625439,0.49814,0.087377
DGAT1_MOUSE,0.032929,0.11671,0,0.032929,0.046569
DGUOK_MOUSE,1.161018,1.16102,1.16102,1.161018,1.641928
DHB11_MOUSE,0.779734,0.40382,0.274274736395826,0.779734,0.206778
DHB12_MOUSE,0.361147,0.41957,0.0649963877765526,0.361147,0.079385
DHB13_MOUSE,0.54966,0.57775,0.0694147941003933,0.54966,0.104987
DHB2_MOUSE,0.424158,0.47946,0.0696105387423485,0.424158,0.076776
DHB4_MOUSE,0.633813,0.75005,0.17463168205111,0.633813,0.185697
DHB5_MOUSE,0.247551,0.2859,0.145627777103134,0.247551,0.058486
DHB7_MOUSE,0.507386,0.78853,0.370235533891002,0.507386,0.353198
DHB8_MOUSE,0.113144,0.10354,0.0715013192605563,0.113144,0.020416
DHC24_MOUSE,0.521978,0.64569,0,0.521978,0.174956
DHCR7_MOUSE,0.272073,0.34246,0.1377,0.272073,0.095201
DHDH_MOUSE,0.20901,0.19179,0.0265600391565976,0.20901,0.038833
DHE3_MOUSE,0.143127,0.14544,0.0255460616142685,0.143127,0.038019
DHI1_MOUSE,0.271707,0.32968,0.132581234810964,0.271707,0.048887
DHPR_MOUSE,0.244457,0.19285,0.0633421336552535,0.244457,0.074391
DHR11_MOUSE,0.283286,0.28329,0.13048,0.283286,0.184528
DHRS1_MOUSE,0.382446,0.3795,0.120042945748595,0.382446,0.082879
DHRS4_MOUSE,0.279941,0.25093,0.0270036615295037,0.279941,0.039081
DHRS7_MOUSE,0.752445,0.313965,0.127655,0.752445,0.525202
DHSO_MOUSE,0.256576,0.27612,0.0442363983163187,0.256576,0.061389
DHTK1_MOUSE,0.251565,0.25884,0.0597166982277338,0.251565,0.022232
DHX15_MOUSE,0.415308,NaN,NaN,0.415308,0.251643
DHX29_MOUSE,0.276469,0.26519,0,0.276469,0.015956
DHX9_MOUSE,0.461172,0.62895,0.260096296982483,0.461172,0.10736
DIAP1_MOUSE,0.857109,0.89616,0,0.857109,0.055224
DIC_MOUSE,0.289233,0.30792,0.0331057852346082,0.289233,0.033825
DJB11_MOUSE,0.322184,0.31964,0.10530588283662,0.322184,0.03028
DJB12_MOUSE,0.401437,0.40144,0,0.401437,NaN
DJC11_MOUSE,0.24928,0.20858,0.0723285242210844,0.24928,0.090979
DKC1_MOUSE,0.094048,0.09079,0.0681375025224729,0.094048,0.011802
DLDH_MOUSE,0.134193,0.13284,0.0193177168423186,0.134193,0.019014
DLG1_MOUSE,0.178663,0.23767,0.102953753501269,0.178663,0.074013
DLRB1_MOUSE,0.337557,10.30381,0,0.337557,NaN
DMD_MOUSE,NaN,NaN,NaN,NaN,0
DNJA1_MOUSE,1.189882,0.967015,0.311399801621645,1.189882,0.433989
DNJA2_MOUSE,0.346461,0.487325,0.105635,0.346461,0.348606
DNJA3_MOUSE,0.021085,NaN,NaN,0.021085,0.017302
DNJB4_MOUSE,1.510907,NaN,NaN,1.510907,NaN
DNJC1_MOUSE,0.199348,NaN,NaN,0.199348,NaN
DNJC3_MOUSE,0.658664,0.67421,0.198910503549265,0.658664,0.463735
DNM1L_MOUSE,0.25615,0.47688,0.320815058599187,0.25615,0.204066
DNPEP_MOUSE,0.225979,0.30939,0.539365103372474,0.225979,0.055366
DOP2_MOUSE,0.657455,0.65745,0,0.657455,NaN
DOPD_MOUSE,0.208588,0.23294,0.038434421343374,0.208588,0.050018
DP13A_MOUSE,0,NaN,NaN,0,NaN
DPEP1_MOUSE,0.032926,0.03293,0,0.032926,NaN
DPM1_MOUSE,0.89801,0.82359,0,0.89801,0.105249
DPP2_MOUSE,0.100256,0.10249,0.013637265936478,0.100256,0.003153
DPP3_MOUSE,0.304349,0.30734,0.146696071522042,0.304349,0.008155
DPP4_MOUSE,0.114525,0.24854,0.0844061805793865,0.114525,0.024205
DPP9_MOUSE,0.710341,0.71034,0,0.710341,NaN
DPTOR_MOUSE,0.586404,1.0749,0,0.586404,0.690833
DPYD_MOUSE,0.740501,0.93561,0.142434542523926,0.740501,0.212294
DPYL2_MOUSE,0.058355,0.10112,0.0780065162342224,0.058355,0.050034
DPYL3_MOUSE,NaN,NaN,NaN,NaN,0
DPYL4_MOUSE,NaN,NaN,NaN,NaN,0
DPYS_MOUSE,0.302436,0.28608,0.0566972378868671,0.302436,0.064225
DRG1_MOUSE,0.380262,0.26996,0.09761,0.380262,0.013058
DRG2_MOUSE,0.63559,0.43022,0,0.63559,0.290434
DRS7B_MOUSE,0.551332,0.55133,0,0.551332,NaN
DSG2_MOUSE,1.567757,2.79544,2.17489488743709,1.567757,0.015723
DTD1_MOUSE,0.23188,0.07081,0,0.23188,0.227793
DTD2_MOUSE,0.211157,0.18121,0.0926719361811091,0.211157,0.158639
DTX3L_MOUSE,0.820755,0.820755,0.020455,0.820755,0.028927
