Portien,rateconst,Abundance,PeptideCount
DJB12_MOUSE,0.401437,265808000,1
DJC11_MOUSE,0.190581,8635820000,6
DKC1_MOUSE,0.10086,10310600000,8
DLDH_MOUSE,0.13117,338101000000,18
DLG1_MOUSE,0.178663,1901370000,6
DNJA1_MOUSE,1.467265,24374900000,9
DNJA2_MOUSE,0.435553,1372750000,2
DNJA3_MOUSE,NaN,2973080000,2
DNJB4_MOUSE,1.696056,819483000,2
DNJC3_MOUSE,1.053831,11901500000,8
DNM1L_MOUSE,0.265095,10655400000,18
DNPEP_MOUSE,0.284835,82070600000,16
DOPD_MOUSE,0.221871,1568210000000,14
DPM1_MOUSE,0.93361,651055000,1
DPP2_MOUSE,0.100256,16388800000,12
DPP3_MOUSE,0.307912,27857100000,14
DPP4_MOUSE,0.114525,131341000000,21
DPP9_MOUSE,0.757228,323088000,1
DPTOR_MOUSE,1.0363,1648700000,1
DPYD_MOUSE,0.740037,158781000000,33
DPYL2_MOUSE,0.065594,18365900000,10
DPYL3_MOUSE,NaN,64323900,1
DPYS_MOUSE,0.326768,244694000000,21
DRG1_MOUSE,0.380262,1238560000,4
DRS7B_MOUSE,0.60192,2771420000,3
DSG2_MOUSE,5.231258,873969000,4
DTD2_MOUSE,0.276254,899644000,2
DTX3L_MOUSE,0.56681,1117230000,3
DUS3_MOUSE,0.442503,8825070000,5
DX39A_MOUSE,0.123553,15550200000,6
DX39B_MOUSE,0.013651,25646200000,10
DYHC1_MOUSE,0.434264,25452200000,32
DYL1_MOUSE,0.280781,3263330000,2
DYL2_MOUSE,0.20889,9946870000,3
DYN2_MOUSE,0.121904,9967880000,6
DYR_MOUSE,0.282547,41221400000,5
E2AK2_MOUSE,NaN,373975000,1
E41L2_MOUSE,0.281944,574247000,2
E41L5_MOUSE,0.718727,1133390000,1
EBP_MOUSE,0.382927,37003900000,2
ECH1_MOUSE,0.621428,100095000000,17
ECHA_MOUSE,0.179667,1982320000000,61
ECHB_MOUSE,0.143178,862848000000,38
ECHD1_MOUSE,0,31355600000,11
ECHD2_MOUSE,0.140914,128329000000,10
ECHD3_MOUSE,0.159882,65619100000,13
ECHM_MOUSE,0.137113,475628000000,14
ECHP_MOUSE,0.358297,940115000000,43
ECI1_MOUSE,0.148652,460560000000,16
ECI2_MOUSE,0.314903,99604700000,12
ECI3_MOUSE,NaN,535481000,2
ECM29_MOUSE,0.603412,1461760000,6
ECSIT_MOUSE,0.17842,382811000,2
EDF1_MOUSE,3.746242,4973590000,2
EEA1_MOUSE,0.199046,6711570000,13
EF1A1_MOUSE,0.186319,4573330000000,40
EF1B_MOUSE,0.180976,114181000000,9
EF1D_MOUSE,0.139348,151158000000,10
EF1G_MOUSE,0.104508,355503000000,26
EF2_MOUSE,0.444887,1208510000000,57
EFGM_MOUSE,1.069717,2557000000,2
EFL1_MOUSE,0.460798,422499000,2
EFTS_MOUSE,0.271155,7664850000,4
EFTU_MOUSE,0.176961,280896000000,32
EGFR_MOUSE,1.517195,49004800000,15
EHD1_MOUSE,0.242374,30025500000,13
EHD3_MOUSE,0.406987,20197400000,7
EI2BB_MOUSE,0.357861,872072000,1
EI2BD_MOUSE,0.782023,2486120000,5
EI3JA_MOUSE,0.529502,13979900000,6
EIF1B_MOUSE,8.597919,2368770000,3
EIF2A_MOUSE,0.369959,13550200000,8
EIF3A_MOUSE,0.418823,45850000000,21
EIF3B_MOUSE,0.359657,20665700000,13
EIF3C_MOUSE,0.46148,22329400000,12
EIF3D_MOUSE,0.215147,32798700000,12
EIF3E_MOUSE,0.356591,14106700000,9
EIF3F_MOUSE,0.232889,29342600000,8
EIF3G_MOUSE,0.434646,406739000,1
EIF3H_MOUSE,0.306007,7306320000,5
EIF3I_MOUSE,0.337926,17859600000,5
EIF3K_MOUSE,0.147516,1373670000,2
EIF3L_MOUSE,0.422549,21116000000,11
EIF3M_MOUSE,0.280044,15858400000,8
EKI2_MOUSE,1.024877,85842800,1
ELAV1_MOUSE,0.698058,22221200000,7
ELOB_MOUSE,NaN,622586000,1
ELOC_MOUSE,0.628254,11073700000,3
ELOV2_MOUSE,1.494195,11909600000,2
ELP1_MOUSE,0.103701,133847000,1
EMAL2_MOUSE,0.146438,919322000,1
EMC1_MOUSE,0.234347,12669400000,9
EMC2_MOUSE,0.0522,7358870000,3
EMC3_MOUSE,0.26952,2309030000,3
EMC4_MOUSE,NaN,1258460000,1
EMC8_MOUSE,0.164612,96200300,1
ENOA_MOUSE,0.2195,2343350000000,41
ENOB_MOUSE,0.179941,206303000000,2
ENOG_MOUSE,0.159781,453011000,1
ENPL_MOUSE,0.382245,1611360000000,61
ENPP1_MOUSE,0.189068,2109500000,3
ENTP5_MOUSE,0.751065,56019100000,10
EPB41_MOUSE,0.294853,2550480000,4
EPB42_MOUSE,NaN,79622300,1
EPIPL_MOUSE,0.656886,24761500000,18
EPN1_MOUSE,0.116939,636750000,1
EPN4_MOUSE,0.879629,4645630000,4
EPT1_MOUSE,0,2066800000,1
ERAP1_MOUSE,0.542901,42052400000,15
ERF1_MOUSE,0.385728,1535070000,2
ERF3A_MOUSE,0.288987,7417590000,8
ERF3B_MOUSE,0.229615,4438690000,2
ERG24_MOUSE,0.365077,18772300000,5
ERG28_MOUSE,NaN,260870000,1
ERGI1_MOUSE,0.342912,6863590000,4
ERH_MOUSE,0.348413,319718000,1
ERLN1_MOUSE,0.353367,887201000,2
ERLN2_MOUSE,0.458375,7402260000,7
ERMP1_MOUSE,0.267791,1175490000,1
ERO1A_MOUSE,0.258071,13664400000,4
ERO1B_MOUSE,1.977575,716254000,2
ERP29_MOUSE,0.356026,25896200000,7
ERP44_MOUSE,0.378237,59111000000,10
ES8L2_MOUSE,0.520032,7428300000,7
EST1C_MOUSE,0.96646,538481000000,11
EST1D_MOUSE,0.36026,1796760000000,43
EST1E_MOUSE,0.721868,251394000000,16
EST1F_MOUSE,0.295821,903623000000,43
EST1_MOUSE,0.254203,244167000000,20
EST2A_MOUSE,0.327749,852544000000,34
EST2C_MOUSE,0.223741,209530000000,19
EST2E_MOUSE,0.343063,190116000000,15
EST3A_MOUSE,0.412952,1998200000000,29
EST3B_MOUSE,0.311563,370147000000,15
ESTD_MOUSE,0.192053,480818000000,25
ESYT1_MOUSE,0.165274,1833480000,4
ETFA_MOUSE,0.161563,1798460000000,25
ETFB_MOUSE,0.160455,1361700000000,21
ETFD_MOUSE,0.125842,445517000000,22
ETHE1_MOUSE,0.167535,94284000000,15
EWS_MOUSE,0.319519,1276110000,2
EZRI_MOUSE,0.108936,31596400000,7
F10A1_MOUSE,0.860451,29022900000,5
F1142_MOUSE,0.127332,207858000,1
F120A_MOUSE,0.406791,9326250000,14
F162A_MOUSE,0.202092,8731860000,5
F16P1_MOUSE,0.346011,3046680000000,45
F261_MOUSE,0.489606,15682000000,9
FA98A_MOUSE,0.428792,2887350000,4
FAAA_MOUSE,0.199023,1735140000000,37
FAAH1_MOUSE,0.390703,97107900000,21
FABD_MOUSE,0.364421,1833930000,3
FABP4_MOUSE,0.443578,11716900000,2
FABP5_MOUSE,0.253704,59711700000,15
FABPI_MOUSE,NaN,7316580000,1
FABPL_MOUSE,0.240123,19202500000000,27
FACE1_MOUSE,0.325774,8554770000,4
FAD1_MOUSE,0.39613,8822990000,9
FADS1_MOUSE,1.35851,5038380000,2
FADS2_MOUSE,5.054274,9537340000,8
FAF2_MOUSE,0.543617,6920110000,6
FAHD1_MOUSE,0.1714,43763800000,7
FAHD2_MOUSE,0.135732,44622800000,11
FAKD4_MOUSE,2.548334,157930000,1
FARP2_MOUSE,0.141585,4761540000,2
FAS_MOUSE,0.492321,2138900000000,124
FBLL1_MOUSE,0.079695,2608050000,4
FBRL_MOUSE,0.230111,34657400000,12
FBX3_MOUSE,0.305644,354614000,2
FCGR2_MOUSE,0.58625,1444040000,2
FCGRN_MOUSE,NaN,539621000,1
FCL_MOUSE,0.230892,11155900000,5
FCSK_MOUSE,0.330641,97525700,1
FDFT_MOUSE,5.409367,937989000,1
FERM2_MOUSE,0.269868,25412200000,17
FETUA_MOUSE,4.737952,8534210000,5
FGGY_MOUSE,0.291233,33412900000,11
FIBA_MOUSE,1.093162,82145100000,12
FIBB_MOUSE,1.770238,101235000000,20
FIBG_MOUSE,1.327326,89135700000,15
FINC_MOUSE,0.980268,103259000000,44
FITM2_MOUSE,0.287568,2038880000,3
FKB11_MOUSE,0.301465,712011000,1
FKB1A_MOUSE,0.433622,29961300000,3
FKBP2_MOUSE,0.427045,26935600000,8
FKBP3_MOUSE,0.438732,15941900000,9
FKBP4_MOUSE,0.536221,27898200000,13
FKBP8_MOUSE,0.759669,12147700000,5
FLII_MOUSE,0.495204,377193000,2
FLNA_MOUSE,0.172207,18585400000,26
FLNB_MOUSE,0.126773,98001100000,51
FLOT1_MOUSE,0.124446,263259000,2
FMO1_MOUSE,0.309932,292669000000,22
FMO2_MOUSE,0.090494,149419000,1
FMO5_MOUSE,0.51013,797894000000,26
FPPS_MOUSE,0.776096,143206000000,13
FRDA_MOUSE,0.138548,1618300000,1
FRIH_MOUSE,0.595261,3172980000,6
FRIL1_MOUSE,0.708712,446316000000,14
FSCN1_MOUSE,NaN,22012000,1
FTCD_MOUSE,0.30683,671392000000,42
FUBP1_MOUSE,0.492436,639182000,2
FUBP2_MOUSE,0.367546,7678320000,9
FUCM_MOUSE,0.155442,399834000,1
FUMH_MOUSE,0.168311,574415000000,37
FUS_MOUSE,0.503724,1690940000,1
FXR2_MOUSE,NaN,108499000,1
G3BP1_MOUSE,0.226368,13855500000,7
G3BP2_MOUSE,0.402427,906831000,1
G3P_MOUSE,0.228477,6562310000000,45
G6PC1_MOUSE,0.615292,7889020000,6
G6PE_MOUSE,0.452034,76958500000,20
G6PI_MOUSE,0.177689,290461000000,26
GABT_MOUSE,0.210742,471169000000,36
GAL3A_MOUSE,0.157797,182008000000,15
GALE_MOUSE,0.131737,9648420000,7
GALK1_MOUSE,0.268785,53473300000,11
GALK2_MOUSE,0.702556,626377000,1
GALM_MOUSE,0.246464,153794000000,13
GALNS_MOUSE,0.064714,877289000,1
GALT_MOUSE,0.193977,5999380000,5
GAMT_MOUSE,0.702762,51744700000,11
GANAB_MOUSE,0.285353,175470000000,38
GARS_MOUSE,0.818842,36295000000,9
GBB1_MOUSE,0.343508,14302500000,8
GBB2_MOUSE,0.122184,21204900000,12
GBG12_MOUSE,1.225473,2967540000,2
GCAB_MOUSE,0.004997,375672000,1
GCDH_MOUSE,0.273448,516635000000,25
GCH1_MOUSE,0.954214,627927000,1
GCKR_MOUSE,0.241167,83162600000,19
GCN1_MOUSE,0.703247,10806200000,19
GCP60_MOUSE,0.453992,917885000,3
GCR_MOUSE,1.48557,107076000,1
GCSH_MOUSE,0.162131,20634000000,3
GCSP_MOUSE,0.269001,81938800000,28
GCST_MOUSE,0.234715,27332300000,9
GDIA_MOUSE,0.388162,83428800000,18
GDIB_MOUSE,0.411603,355462000000,36
GDIR1_MOUSE,0.226041,103297000000,13
GDIR2_MOUSE,0.820925,4256200000,4
GELS_MOUSE,0.433231,2424450000,4
GEPH_MOUSE,0.400948,40164300000,9
GFPT1_MOUSE,1.18949,79417800,1
GFRP_MOUSE,0.171744,66029700000,9
GGACT_MOUSE,0.479605,2353990000,1
GGCT_MOUSE,1.045521,845798000,1
GGLO_MOUSE,0.434807,236351000000,23
GGT5_MOUSE,0.190727,615683000,2
GHC1_MOUSE,0.329917,54784900000,9
GIMA4_MOUSE,0.136962,10654300000,7
GLCM_MOUSE,0.12841,6899410000,6
GLCNE_MOUSE,1.010094,32625600000,16
GLCTK_MOUSE,0.139492,54909100000,9
GLGB_MOUSE,0.161065,248160000000,35
GLNA_MOUSE,0.330019,722154000000,23
GLO2_MOUSE,0.390728,167859000000,12
GLOD4_MOUSE,0.247526,44141500000,11
GLPK_MOUSE,0.256408,108967000000,18
GLRX1_MOUSE,0.262356,36345500000,4
GLRX3_MOUSE,0.304968,10182100000,5
GLRX5_MOUSE,0.139465,18558900000,3
GLSL_MOUSE,0.445003,109911000000,26
GLTD2_MOUSE,1.170287,949539000,4
GLU2B_MOUSE,0.262589,50671100000,9
GLUCM_MOUSE,0.11876,12268400000,8
GLYAL_MOUSE,0.134555,237586000000,26
GLYAT_MOUSE,0.149582,437816000000,27
GLYC_MOUSE,0.260825,357324000000,27
GLYG_MOUSE,0.123384,2745390000,2
GLYM_MOUSE,0.402076,229815000000,22
GMFB_MOUSE,0.231051,44240000,1
GMPPA_MOUSE,0.255235,12575100000,6
GMPPB_MOUSE,0.232513,5247770000,6
GMPR2_MOUSE,NaN,9516640000,1
GNA11_MOUSE,0.523726,2624500000,3
GNA13_MOUSE,0.583149,3198490000,2
GNA1_MOUSE,0.138083,46390700000,10
GNAI2_MOUSE,0.407769,10696200000,7
GNAI3_MOUSE,2.518599,5224910000,4
GNAS1_MOUSE,0.471518,1699460000,2
GNL1_MOUSE,0.187978,394429000,2
GNMT_MOUSE,0.250428,2921950000000,20
GNPI1_MOUSE,0.114948,2640440000,3
GNTK_MOUSE,0.112768,1589050000,4
GORS2_MOUSE,0.288037,10261700000,4
GPAT1_MOUSE,0.732272,13787800000,10
GPD1L_MOUSE,0.260774,33813800000,5
GPDA_MOUSE,0.265614,873427000000,29
GPDM_MOUSE,0.179133,55929400000,13
GPX1_MOUSE,0.212138,631319000000,14
GPX3_MOUSE,0.343731,310396000,1
GPX4_MOUSE,1.108691,21325400000,3
GRHPR_MOUSE,0.236479,349137000000,20
GRN_MOUSE,0.171614,2729840000,3
GRP75_MOUSE,0.37445,1125460000000,46
GRPE1_MOUSE,0.347713,11428000000,6
GRSF1_MOUSE,1.758553,1547050000,1
GSH0_MOUSE,0.778532,127663000000,6
GSH1_MOUSE,0.250568,135009000000,24
GSHB_MOUSE,0.223052,52536700000,8
GSHR_MOUSE,0.199863,61061300000,14
GSTA1_MOUSE,0.164944,120703000000,9
GSTA2_MOUSE,0.08743,18803400000,7
GSTA3_MOUSE,0.211726,3509430000000,11
GSTA4_MOUSE,0.223853,131280000000,9
GSTK1_MOUSE,0.238986,307427000000,17
GSTM1_MOUSE,0.249565,7080780000000,38
GSTM2_MOUSE,0.225017,89348300000,13
GSTM3_MOUSE,0.194225,86698600000,10
GSTM4_MOUSE,0.204783,15868400000,6
GSTM5_MOUSE,0.18413,464436000,2
GSTM6_MOUSE,0.598968,13209700000,7
GSTM7_MOUSE,0.172796,8467010000,7
GSTO1_MOUSE,0.186114,156969000000,11
GSTP1_MOUSE,0.200325,18001700000000,41
GSTP2_MOUSE,0.01757,1977780000,1
GSTT1_MOUSE,0.211611,394855000000,20
GSTT2_MOUSE,0.156223,63814500000,9
GSTT3_MOUSE,0.171378,97977700000,14
GTR2_MOUSE,0.430945,9742850000,4
GTR9_MOUSE,0.17821,130965000,1
GUAA_MOUSE,0.534399,8694510000,6
GUAD_MOUSE,0.197685,6945860000,9
GYS2_MOUSE,0.237815,158318000000,30
H10_MOUSE,0.051195,14848100000,2
H12_MOUSE,0.07315,53368900000,9
H13_MOUSE,0.094547,225482000000,10
H14_MOUSE,0.080678,88991800000,7
H17B6_MOUSE,0.508688,315412000000,12
H2A1B_MOUSE,0.037321,1418410000000,5
H2A2A_MOUSE,0.038465,155234000000,5
H2A2B_MOUSE,NaN,23737400000,3
H2AV_MOUSE,0.114411,69497500000,3
H2AW_MOUSE,0.366807,14782000000,3
H2AX_MOUSE,0.022478,10731600000,3
H2AY_MOUSE,0.105183,95567000000,10
H2B1B_MOUSE,0.039337,1488420000000,11
H31_MOUSE,0.008328,7798180000,5
H32_MOUSE,0.000548,277741000000,7
H3C_MOUSE,0.003956,19680100000,2
H4_MOUSE,0.017353,2709120000000,16
HA10_MOUSE,3.2075,8997750000,2
HA11_MOUSE,7.432182,1094350000,3
HA1B_MOUSE,7.244943,16058800000,3
HA1L_MOUSE,0.004599,254351000,3
HABP4_MOUSE,0.183047,407572000,1
HACD3_MOUSE,0.403714,34408300000,6
HACL1_MOUSE,0.311827,311064000000,32
HACL2_MOUSE,0.294052,1614680000,3
HAOX1_MOUSE,0.751396,65985200000,13
HAP28_MOUSE,0.423896,3659200000,4
HARS1_MOUSE,0.276578,4598650000,3
HBA_MOUSE,0.014158,6804550000000,17
HBB1_MOUSE,0.020661,10983700000000,31
HCD2_MOUSE,0.14686,464007000000,19
HCDH_MOUSE,0.121737,454948000000,20
HDAC1_MOUSE,0.576663,326736000,2
HDGF_MOUSE,0.264142,24926000000,7
HDHD2_MOUSE,0.000276,9052530000,5
HDHD3_MOUSE,0.070895,15768800000,6
HDHD5_MOUSE,0.056939,3874050000,5
HEBP1_MOUSE,1.97169,18900100000,7
HECD1_MOUSE,1.540106,226158000,2
HEM2_MOUSE,0.316381,226889000000,18
HEM3_MOUSE,0.451869,1875460000,3
HEM6_MOUSE,0.248874,68269900000,17
HEMH_MOUSE,0.232212,59865200000,17
HEMO_MOUSE,0.848542,117344000000,18
HEPS_MOUSE,0.666367,369515000,1
HGD_MOUSE,0.330271,968887000000,29
HIBCH_MOUSE,0.156737,215097000000,23
HIKES_MOUSE,0.240679,111266000,1
HINT1_MOUSE,0.000602,198660000000,13
HINT2_MOUSE,0.177627,81706000000,7
HIP1R_MOUSE,0.798862,400826000,1
HIUH_MOUSE,0.3862,152478000000,6
HM13_MOUSE,8.809923,6709410000,2
HMCS1_MOUSE,3.852397,344556000000,14
HMCS2_MOUSE,0.358672,3612220000000,47
HMGB1_MOUSE,0.262673,169704000000,14
HMGB2_MOUSE,0.181344,66016400,1
HMGCL_MOUSE,0.217816,359857000000,19
HMGN5_MOUSE,0.29186,1297770000,1
HMOX2_MOUSE,0.998635,1201610000,2
HNMT_MOUSE,0.197498,5294760000,3
HNRH1_MOUSE,0.371442,67046700000,11
HNRH2_MOUSE,0.358595,17597700000,5
HNRL2_MOUSE,0.270156,42737400000,4
HNRLL_MOUSE,0.04921,177195000,1
HNRPC_MOUSE,0.335791,20970300000,5
HNRPD_MOUSE,0.175601,23662900000,4
HNRPF_MOUSE,0.68181,19796500000,6
HNRPK_MOUSE,0.545979,156861000000,18
HNRPL_MOUSE,0.382999,65179100000,13
HNRPM_MOUSE,0.276912,37088900000,12
HNRPQ_MOUSE,0.353935,35772800000,10
HNRPU_MOUSE,0.448585,107705000000,11
HOGA1_MOUSE,0.119961,341220000000,20
HOT_MOUSE,0.17247,43674700000,10
HPPD_MOUSE,0.767104,1627420000000,31
HPRT_MOUSE,0.290058,30657700000,10
HPT_MOUSE,NaN,1738860000,2
HRG_MOUSE,6.817058,3052070000,3
HS105_MOUSE,0.910504,31014500000,9
HS71A_MOUSE,0.453884,144486000000,9
HS71B_MOUSE,0.43247,140817000000,11
HS71L_MOUSE,NaN,8356500000,2
HS74L_MOUSE,0.24677,3092070000,3
HS90A_MOUSE,0.467563,802261000000,47
HS90B_MOUSE,0.515588,1089520000000,35
HSDL2_MOUSE,0.321834,39959400000,12
HSP74_MOUSE,0.416248,88813900000,22
HSP7C_MOUSE,0.573845,1932110000000,43
HSPB1_MOUSE,0.736745,960363000,1
HSPB8_MOUSE,NaN,606613000,1
HTAI2_MOUSE,0.225284,14366100000,8
HTRA2_MOUSE,0.156735,3186700000,4
HUTH_MOUSE,0.309678,302071000000,28
HUTI_MOUSE,0.203242,195403000000,16
HUTU_MOUSE,0.242645,766232000000,33
HUWE1_MOUSE,0.446796,331117000,4
HVM12_MOUSE,0.144379,67468100,1
HXK4_MOUSE,0.576327,20793700000,8
HYEP_MOUSE,0.395896,989479000000,42
HYES_MOUSE,0.31281,2742670000000,71
HYKK_MOUSE,0.228537,11098300000,6
HYOU1_MOUSE,0.39881,257534000000,36
HYPDH_MOUSE,0.166241,15837300000,8
I23O2_MOUSE,0.583486,15354000000,9
IAH1_MOUSE,0.243366,75274800000,11
IC1_MOUSE,6.221635,4157520000,5
ICAL_MOUSE,NaN,100605000,1
ICAM1_MOUSE,0.235245,298797000,1
ICA_MOUSE,3.990518,1560070000,3
IDE_MOUSE,0.512847,13803200000,6
IDH3A_MOUSE,0.136822,50875600000,6
IDHC_MOUSE,0.240056,1609940000000,41
IDHG1_MOUSE,0.27033,23388800000,13
IDHP_MOUSE,0.189534,300302000000,23
IDI1_MOUSE,2.701868,10359500000,5
IF1A_MOUSE,1.480442,4114370000,2
IF2A_MOUSE,0.156013,48319400000,11
IF2B_MOUSE,0.342225,19783800000,11
IF2G_MOUSE,0.339369,65190500000,13
IF2H_MOUSE,0.312191,1939150000,1
IF2M_MOUSE,NaN,1149930000,1
IF2P_MOUSE,0.311718,4738180000,4
IF4A1_MOUSE,0.579161,393635000000,23
IF4A2_MOUSE,0.48353,30594000000,7
IF4A3_MOUSE,0.489957,9754090000,5
IF4B_MOUSE,0.353931,8067240000,5
IF4E_MOUSE,0.229427,8812500000,4
IF4G1_MOUSE,0.484794,35146400000,15
IF4G2_MOUSE,0.566092,1102080000,2
IF4G3_MOUSE,1.309883,1862460000,1
IF4H_MOUSE,0.842587,5269570000,2
IF5A1_MOUSE,0.400036,207956000000,17
IF5_MOUSE,0.751345,17464600000,6
IF6_MOUSE,0.486079,24822000000,8
IFI4_MOUSE,0.394043,124393000,1
IGH1M_MOUSE,0.054459,1940450000,1
IGHA_MOUSE,2.466534,799697000,1
IGHG3_MOUSE,0.197332,271703000,1
IGHM_MOUSE,0.332053,7184510000,6
IGKC_MOUSE,0.001139,6821650000,3
IIGP1_MOUSE,1.272866,64206100000,19
ILEUA_MOUSE,0.051665,75857400,1
ILF2_MOUSE,0.177673,6117560000,5
ILK_MOUSE,0.340501,1687130000,3
IMA3_MOUSE,0.92055,88116000,1
IMA4_MOUSE,0.445553,442889000,2
IMA5_MOUSE,0.862993,181714000,1
IMA7_MOUSE,0.713963,449384000,2
IMB1_MOUSE,0.440345,17619700000,11
IMDH2_MOUSE,0.71147,3088020000,6
IMPA1_MOUSE,0.191605,3614880000,3
IN35_MOUSE,0.224744,1273500000,1
INMT_MOUSE,0.18131,1437790000000,24
IPO5_MOUSE,0.480505,2584740000,6
IPO7_MOUSE,0.604548,5420140000,7
IPYR2_MOUSE,0.14176,20956800000,11
IPYR_MOUSE,0.169312,309535000000,26
IQGA1_MOUSE,NaN,1445290000,1
IQGA2_MOUSE,0.401901,249592000000,54
IRF3_MOUSE,0.097727,578180000,3
IRGM1_MOUSE,0.360631,9839700000,7
ISC2A_MOUSE,0.110827,181711000000,10
ISCU_MOUSE,3.668487,1370440000,1
ISOC1_MOUSE,0.348814,28408800000,7
ITA1_MOUSE,0.125072,310806000,2
ITAV_MOUSE,0.003697,3415040,1
ITB1_MOUSE,0.297687,1847690000,3
ITB2_MOUSE,0.326644,76539600,1
ITIH1_MOUSE,0.292189,826171000,2
ITIH2_MOUSE,1.671951,3508570000,2
ITIH4_MOUSE,3.110792,785296000,2
ITPA_MOUSE,0.140974,5498350000,3
ITSN1_MOUSE,0.210471,102691000,1
IVD_MOUSE,0.109829,206069000000,16
IYD1_MOUSE,0.350324,13349200000,4
JAM1_MOUSE,0.241964,1630930000,2
K1C13_MOUSE,0.021648,7515140000,4
K1C14_MOUSE,0.003111,5051740000,8
K1C16_MOUSE,0.000584,5338040000,4
K1C18_MOUSE,0.102706,1454700000000,50
K1C19_MOUSE,NaN,635892000,3
K1C42_MOUSE,NaN,2046400000,1
K2C1B_MOUSE,0.050671,212240000000,4
K2C1_MOUSE,0.000228,153194000000,5
K2C5_MOUSE,0.014661,84786600000,5
K2C6A_MOUSE,0.153173,25073000000,5
K2C72_MOUSE,0,1275600000,1
K2C73_MOUSE,NaN,15169600000,2
K2C75_MOUSE,0.00406,16379300000,2
K2C79_MOUSE,0.000232,21332000000,3
K2C8_MOUSE,0.126517,1260590000000,44
KAD2_MOUSE,0.138044,372631000000,21
KAD3_MOUSE,0.250181,173450000000,15
KAD4_MOUSE,0.159375,19402000000,9
KAP2_MOUSE,0.267971,25806400000,11
KAT1_MOUSE,0.177206,66598900000,12
KAT3_MOUSE,0.226393,129988000000,20
KBL_MOUSE,0.14098,154540000000,22
KCD12_MOUSE,0.09844,1241910000,2
KCMF1_MOUSE,0.839586,89879500,1
KCRB_MOUSE,0.090035,2305670000,4
KCY_MOUSE,0.286725,79043800000,9
KEG1_MOUSE,0.305415,231819000000,18
KFA_MOUSE,0.743945,1758310000,1
KGUA_MOUSE,2.072826,590938000,1
KHDR1_MOUSE,0.315835,67893100,1
KHK_MOUSE,0.171419,293215000000,13
KIME_MOUSE,0.153325,6289390000,4
KINH_MOUSE,0.011867,1869370000,5
KISHA_MOUSE,0.400088,116377000,1
KLC4_MOUSE,1.450466,220561000,1
KLKB1_MOUSE,NaN,389021000,1
KMO_MOUSE,0.23362,163112000000,23
KNG1_MOUSE,1.239776,15158800000,10
KPBB_MOUSE,0.130318,1984780000,5
KPRA_MOUSE,0.32898,17130100000,8
KPYM_MOUSE,0.074886,42367600000,12
KPYR_MOUSE,0.256414,540109000000,26
KTAP2_MOUSE,0.153132,9916240000,2
KV2A7_MOUSE,NaN,386595000,1
KYNU_MOUSE,0.226954,114767000000,19
L2HDH_MOUSE,0.092603,15222200000,5
LACB2_MOUSE,0.309291,165057000000,17
LACTB_MOUSE,0.166935,65634400000,22
LAMA5_MOUSE,0.006537,303976000,3
LAMB2_MOUSE,7.879562,442034000,3
LAMP1_MOUSE,NaN,1037980000,1
LAMP2_MOUSE,2.671281,19556900000,3
LANC2_MOUSE,0.000226,1123050000,2
LAP2B_MOUSE,0.216592,7157110000,4
LAR4B_MOUSE,1.081099,204460000,1
LARP1_MOUSE,NaN,1766200000,1
LASP1_MOUSE,0.590016,17247000000,3
LA_MOUSE,0.124106,1160560000,3
LBR_MOUSE,0.824806,1583570000,3
LC7L2_MOUSE,NaN,847601000,1
LC7L3_MOUSE,0.58021,295150000,1
LCLT1_MOUSE,0,219104000,1
LDHA_MOUSE,0.341331,1580760000000,35
LDHB_MOUSE,NaN,998015000,2
LDHD_MOUSE,0.369488,141292000000,17
LDLR_MOUSE,4.260868,314879000,1
LEG1_MOUSE,0.222634,25059300000,5
LEG9_MOUSE,1.030209,213603000000,8
LETM1_MOUSE,0.169777,67056500000,20
LG3BP_MOUSE,0.823285,2716630000,2
LGAT1_MOUSE,0.507521,2007030000,5
LGMN_MOUSE,0.282428,28182000000,8
LGUL_MOUSE,0.271885,297034000000,9
LHPP_MOUSE,0,9516200000,7
LICH_MOUSE,0.560626,34771000000,6
LIMA1_MOUSE,0.497022,3642030000,5
LIN7A_MOUSE,0.281035,1441650000,3
LIS1_MOUSE,0.468244,6751050000,5
LKHA4_MOUSE,0.151376,75901900000,23
LMAN1_MOUSE,0.247878,144996000000,15
LMAN2_MOUSE,0,31006400000,9
LMF1_MOUSE,0.211233,6468610000,4
LMF2_MOUSE,0.512911,441544000,2
LMNA_MOUSE,0.103557,101509000000,24
LMNB1_MOUSE,0.006626,11581600000,11
LMNB2_MOUSE,0.045516,5834110000,8
LONM_MOUSE,0.201288,155110000000,36
LONP2_MOUSE,4.911784,19254600000,10
LPP60_MOUSE,0.73254,15161400000,10
LPPRC_MOUSE,0.444516,128971000000,38
LPP_MOUSE,0.199725,2478260000,3
LRBA_MOUSE,0.199507,231266000,2
LRC40_MOUSE,0.708486,191996000,1
LRC47_MOUSE,0.344252,971490000,2
LRC59_MOUSE,0.117923,85519200000,13
LRP1_MOUSE,0.801885,37018200000,24
LSM2_MOUSE,0.073134,27177400000,4
LSM8_MOUSE,0.093063,1621340000,1
LSS_MOUSE,0.645645,6297620000,6
LTMD1_MOUSE,0.215192,1217300000,3
LTOR1_MOUSE,0.605756,326765000,1
LUC7L_MOUSE,0.791433,35330000,1
LUM_MOUSE,0.03436,4587710000,5
LYAG_MOUSE,0.183736,29820500000,12
