Portien,rateconst,Abundance,PeptideCount
RL9_MOUSE,0.093293,136382000000,12
RLA0_MOUSE,0.088621,389950000000,19
RLA1_MOUSE,0.020613,85664100000,5
RLA2_MOUSE,0.077464,170914000000,15
RM01_MOUSE,0.145326,2263130000,5
RM04_MOUSE,0.106759,2094990000,2
RM09_MOUSE,0.098195,412512000,2
RM10_MOUSE,0.114481,3543190000,4
RM11_MOUSE,0.061734,88432900,1
RM12_MOUSE,0.204619,4210670000,2
RM13_MOUSE,0.121711,811219000,2
RM14_MOUSE,0.081232,496866000,1
RM16_MOUSE,0.161804,938327000,1
RM19_MOUSE,NaN,13766700000,1
RM21_MOUSE,0.085181,776053000,3
RM22_MOUSE,0.112616,686723000,1
RM23_MOUSE,0.071126,5708010000,3
RM27_MOUSE,0.15997,4655320000,1
RM30_MOUSE,0.26567,1038840000,1
RM37_MOUSE,0.16525,3235650000,4
RM38_MOUSE,0.046981,956368000,3
RM39_MOUSE,0.16451,754373000,2
RM40_MOUSE,0.106276,2479930000,3
RM41_MOUSE,0.055646,471400000,1
RM46_MOUSE,NaN,2572100000,3
RM49_MOUSE,0.624066,3299100000,2
RM50_MOUSE,0.07982,273152000,1
RM53_MOUSE,0.176648,591048000,2
RM55_MOUSE,0.103743,1360020000,2
RMD1_MOUSE,0.26369,7864480000,1
RMD2_MOUSE,0.226494,28924700000,10
RMD3_MOUSE,0.160951,52967100000,9
RNT2A_MOUSE,0.79503,1228330000,2
ROA1_MOUSE,0.339277,22995300000,8
ROA2_MOUSE,0.274254,172017000000,16
ROA3_MOUSE,0.349857,124701000000,15
ROAA_MOUSE,0.782703,19429300000,2
ROMO1_MOUSE,0.614458,7632040000,1
RPN1_MOUSE,0.166376,386229000000,30
RPN2_MOUSE,0.156207,375944000000,27
RPTOR_MOUSE,0.732724,267917000,1
RRAGC_MOUSE,0.000203,171913000,1
RRAS2_MOUSE,0.608511,865578000,1
RRAS_MOUSE,0.349213,719944000,1
RRBP1_MOUSE,0.457457,163084000000,36
RRF2M_MOUSE,0.353082,1564050000,6
RRFM_MOUSE,0.257717,6356480000,5
RS10_MOUSE,0.119386,158600000000,8
RS11_MOUSE,0.107615,123073000000,7
RS12_MOUSE,0.063821,28008700000,5
RS13_MOUSE,0.131387,202339000000,11
RS14_MOUSE,0.098054,178131000000,12
RS15A_MOUSE,0.040246,95918700000,5
RS15_MOUSE,0.121178,67301400000,10
RS16_MOUSE,0.173439,182831000000,8
RS17_MOUSE,0.123052,105216000000,13
RS18_MOUSE,0.1363,117441000000,6
RS19_MOUSE,0.1151,110615000000,5
RS20_MOUSE,0.088357,147760000000,8
RS21_MOUSE,0.130235,44206900000,4
RS23_MOUSE,0.127385,57706300000,2
RS24_MOUSE,0.119646,73091900000,5
RS25_MOUSE,0.145548,214145000000,4
RS26_MOUSE,0.134748,36487500000,3
RS27A_MOUSE,0.082795,571806000000,10
RS27L_MOUSE,0.299583,83887700000,3
RS27_MOUSE,0.414818,2884960000,1
RS28_MOUSE,0.150389,79002900000,2
RS29_MOUSE,0.481798,45660100000,2
RS2_MOUSE,0.135067,242495000000,13
RS30_MOUSE,0.231025,11398300000,1
RS3A_MOUSE,0.099816,204811000000,16
RS3_MOUSE,0.101044,340102000000,20
RS4X_MOUSE,0.091758,260199000000,16
RS5_MOUSE,0.121761,42651500000,4
RS6_MOUSE,0.1812,165483000000,10
RS7_MOUSE,0.10832,164866000000,11
RS8_MOUSE,0.147109,314946000000,10
RS9_MOUSE,0.080488,52291500000,5
RSMB_MOUSE,0.114808,5307940000,3
RSSA_MOUSE,0.086263,455002000000,21
RSU1_MOUSE,NaN,4829750000,2
RT02_MOUSE,0.088964,3085100000,3
RT05_MOUSE,0.885887,2337230000,2
RT09_MOUSE,0.203262,4488930000,3
RT10_MOUSE,0.059481,1422310000,2
RT11_MOUSE,0.145592,1249670000,2
RT14_MOUSE,0.379922,2023930000,1
RT15_MOUSE,0.077378,350226000,1
RT18B_MOUSE,0,201086000,1
RT21_MOUSE,0.129086,2357660000,1
RT22_MOUSE,0.095507,2080490000,5
RT23_MOUSE,0.174354,3598480000,3
RT29_MOUSE,0.162605,6122720000,7
RT30_MOUSE,0.084702,1478040000,3
RT31_MOUSE,NaN,687486000,2
RT34_MOUSE,0.255912,3650710000,5
RT35_MOUSE,0.08924,3024700000,4
RT36_MOUSE,0.079137,8174410000,7
RT4I1_MOUSE,0.723753,8360540000,6
RTCA_MOUSE,0.230154,30727500,1
RTCB_MOUSE,0.195987,37182800000,15
RTN4_MOUSE,0.222582,4562890000,5
RTRAF_MOUSE,0.417541,3009560000,3
RU1C_MOUSE,0.423281,463502000,1
RU2A_MOUSE,0.226287,1365020000,2
RUSF1_MOUSE,0.249517,257898000,1
RUVB1_MOUSE,0.140147,5420220000,8
RUVB2_MOUSE,0.200516,5006450000,6
RUXE_MOUSE,0.105618,6156940000,1
RUXF_MOUSE,0.113651,2664330000,1
RUXG_MOUSE,0.19435,1169160000,1
S10A9_MOUSE,NaN,4871750000,2
S10AD_MOUSE,NaN,243584000,1
S14L2_MOUSE,0.326465,527102000000,33
S14L4_MOUSE,0.326108,150920000000,22
S22AI_MOUSE,0.576332,6343390000,2
S22AR_MOUSE,0.571383,2246960000,1
S2542_MOUSE,0.152986,13090900000,8
S2545_MOUSE,0.067042,3212980000,4
S2546_MOUSE,0.202831,293918000,1
S2551_MOUSE,NaN,431078000,2
S26A1_MOUSE,0.088312,4370060000,4
S27A2_MOUSE,0.551813,566637000000,42
S27A5_MOUSE,0.656438,403209000000,32
S29A1_MOUSE,0.632414,2490040000,4
S35A3_MOUSE,0.072485,5854260000,2
S35D1_MOUSE,0.184077,4680450000,3
S38A3_MOUSE,2.685768,13394000000,4
S39A7_MOUSE,0.28239,2271990000,3
S4A4_MOUSE,1.859722,1266260000,1
S61A1_MOUSE,0.393434,14280800000,6
SAC1_MOUSE,0.348169,19831300000,9
SAHH2_MOUSE,0.919375,6098770000,5
SAHH_MOUSE,0.305104,4497480000000,45
SAM50_MOUSE,0.092905,29569700000,11
SAMH1_MOUSE,0.09282,7199600000,8
SAP3_MOUSE,1.479546,298928000,1
SAP_MOUSE,4.599603,3296090000,2
SAR1A_MOUSE,0.537507,25861200000,4
SAR1B_MOUSE,0.53467,99412100000,14
SARDH_MOUSE,0.121751,2296780000000,76
SARNP_MOUSE,0.355779,628922000,1
SBDS_MOUSE,1.343866,2042860000,2
SBP1_MOUSE,0.271798,4297380000000,60
SBP2_MOUSE,0.238504,645487000000,16
SC11A_MOUSE,0.234326,4401980000,2
SC16A_MOUSE,0.793022,3135910000,8
SC22B_MOUSE,0.294941,32944700000,5
SC23A_MOUSE,0.186201,137193000000,25
SC23B_MOUSE,0.35844,5632410000,7
SC24A_MOUSE,0.486908,31661100000,16
SC31A_MOUSE,0.335218,68331400000,27
SC61B_MOUSE,NaN,11470100000,1
SCAM3_MOUSE,0.66649,5715930000,2
SCFD1_MOUSE,0.544533,13385700000,11
SCLY_MOUSE,0.504846,19356100000,11
SCO1_MOUSE,NaN,491900000,2
SCOT1_MOUSE,0,1255740000,2
SCP2_MOUSE,1.140625,3932420000000,47
SCRB1_MOUSE,NaN,65862700,1
SCRB2_MOUSE,0.438519,3105640000,3
SCRN2_MOUSE,0.18501,40331200000,17
SCRN3_MOUSE,0.306653,8358190000,4
SDF2L_MOUSE,0.328373,23890200000,11
SDF2_MOUSE,NaN,428747000,1
SDHA_MOUSE,0.202824,807319000000,46
SDHB_MOUSE,0.194606,262499000000,16
SDHL_MOUSE,0.501849,229712000000,20
SDSL_MOUSE,0.183279,1976310000,5
SE1L1_MOUSE,0.297065,1305080000,4
SEC13_MOUSE,0.164669,33159400000,10
SEC20_MOUSE,0.051278,84701700,1
SEC63_MOUSE,0.29807,11964000000,12
SELB_MOUSE,0.254207,8802630000,9
SELO_MOUSE,0.417856,1785760000,5
SEP10_MOUSE,0.174168,1537710000,3
SEP11_MOUSE,0.080406,680373000,2
SEPT2_MOUSE,0.204625,25704600000,12
SEPT7_MOUSE,0.309033,12495800000,7
SEPT9_MOUSE,0.14627,5765580000,5
SERPH_MOUSE,0.285197,1895530000,2
SET_MOUSE,0.722614,15921300000,3
SF01_MOUSE,0.298996,1283150000,1
SF3A1_MOUSE,0.349039,165715000,1
SF3A3_MOUSE,0.233852,1062040000,1
SF3B1_MOUSE,1.024195,1885750000,5
SF3B3_MOUSE,0.209595,5463450000,7
SF3B4_MOUSE,NaN,215121000,1
SFPQ_MOUSE,0.364575,36235800000,10
SFXN1_MOUSE,0.142095,125025000000,14
SFXN2_MOUSE,0.180111,17130900000,8
SFXN5_MOUSE,NaN,932093000,1
SGMR1_MOUSE,0.108947,6085890000,1
SGPL1_MOUSE,0.335602,15398600000,7
SGT1_MOUSE,0.977925,138785000,1
SH3L1_MOUSE,1.060147,9627300000,4
SHPK_MOUSE,0.29074,27696100000,12
SIAE_MOUSE,0.392232,225771000,1
SIAS_MOUSE,0.111889,7368780000,7
SIR2_MOUSE,0.305552,339599000,2
SIR5_MOUSE,0.172311,2549720000,6
SLIRP_MOUSE,0.246273,1014880000,1
SMC1A_MOUSE,0.254011,442158000,1
SMD1_MOUSE,0.091697,12636600000,4
SMD2_MOUSE,0.101557,3926980000,3
SMD3_MOUSE,0.230035,23752800000,4
SMDC1_MOUSE,0.704125,429648000,1
SNAA_MOUSE,0.717866,17722900000,10
SNAG_MOUSE,0.429029,308654000,1
SND1_MOUSE,0.2678,408181000000,44
SNF8_MOUSE,0.221287,1080570000,1
SNP23_MOUSE,1.074806,442507000,2
SNR40_MOUSE,0.150963,276332000,1
SNRPA_MOUSE,0.347775,5088700000,3
SNTB1_MOUSE,0.487295,29813700000,4
SNX1_MOUSE,0.061008,1314270000,1
SNX27_MOUSE,0.190429,78552700,1
SNX2_MOUSE,0.162598,17967300000,11
SNX3_MOUSE,0.479154,5013680000,3
SNX5_MOUSE,0.15894,14207400000,7
SNX6_MOUSE,0.190414,1284110000,2
SNX9_MOUSE,0.611615,2084850000,3
SO1A1_MOUSE,0.446634,49785700000,10
SO1A4_MOUSE,0.625273,7934400000,2
SO1B2_MOUSE,1.059249,65150500000,12
SOAT2_MOUSE,0.035768,6675170000,6
SODC_MOUSE,0.202486,2553910000000,18
SODE_MOUSE,NaN,424958000,1
SODM_MOUSE,0.154728,298545000000,14
SORCN_MOUSE,0.286136,2368580000,2
SOX_MOUSE,0.46022,172050000000,19
SPA3K_MOUSE,1.384302,174926000000,14
SPA3M_MOUSE,0.998748,1790180000,2
spALBU_BOVIN,NaN,118133000,1
SPB6_MOUSE,0.105277,9003860000,7
SPCS2_MOUSE,0.329201,1507860000,1
SPCS3_MOUSE,NaN,13926400000,1
SPCS_MOUSE,0.82052,1945190000,3
SPEB_MOUSE,0.101904,186224000000,14
SPEE_MOUSE,0.305126,5199670000,7
SPG7_MOUSE,0.237398,439516000,1
spK1C10_HUMAN,7.4E-05,599908000000,39
spK1C9_HUMAN,7.7E-05,465414000000,44
spK22E_HUMAN,0.000342,206491000000,33
spK2C1_HUMAN,0.000155,645920000000,40
spNQO2_HUMAN,0.067222,227785000,1
SPRE_MOUSE,0.219168,238472000000,14
SPRY4_MOUSE,0.368318,2624040000,2
SPS1_MOUSE,0.166374,5077220000,3
SPS2_MOUSE,0.24873,161425000000,10
spSYH_HUMAN,0.373618,1505530000,2
SPTB1_MOUSE,0.001672,998354000,4
SPTB2_MOUSE,0.317627,47847700000,40
SPTN1_MOUSE,0.223381,154540000000,78
spTRYP_PIG,0.000104,4996530000000,15
SPYA_MOUSE,0.240327,199182000000,13
SQOR_MOUSE,0.534233,65266200000,20
SRA1_MOUSE,0.637986,519424000,1
SRBS1_MOUSE,0.225357,2286460000,4
SRBS2_MOUSE,0.427948,8302380000,4
SRC8_MOUSE,0.205827,1716420000,3
SRP14_MOUSE,NaN,2431260000,2
SRP19_MOUSE,0.054206,3522150000,3
SRP54_MOUSE,0.624724,4776380000,7
SRP68_MOUSE,0.225406,5971840000,7
SRPRA_MOUSE,0.604934,9513950000,6
SRPRB_MOUSE,0.267759,14415700000,5
SRRT_MOUSE,1.103205,4088200000,2
SRR_MOUSE,0.213957,5848910000,5
SRSF1_MOUSE,0.38695,5211310000,3
SRSF2_MOUSE,0.536482,7332180000,2
SSBP_MOUSE,0.154159,5224220000,3
SSDH_MOUSE,0.108069,96356100000,16
SSRA_MOUSE,0.178118,7223800000,1
SSRD_MOUSE,0.213215,113115000000,4
SSRG_MOUSE,0.134042,11765300000,1
ST1A1_MOUSE,0.528928,203182000000,16
ST1B1_MOUSE,0.16003,2493200000,2
ST1D1_MOUSE,0.239094,36983300000,11
ST2A1_MOUSE,0.315273,53125700000,2
STA10_MOUSE,0.222196,185226000000,14
STAB2_MOUSE,NaN,313648000,1
STAR4_MOUSE,0.958133,286213000,1
STAT3_MOUSE,0.709251,9396150000,9
STBD1_MOUSE,0.256041,10581100000,4
STEA4_MOUSE,0.75792,5322410000,5
STIM1_MOUSE,0.373162,831085000,2
STIP1_MOUSE,0.366214,48620900000,20
STML2_MOUSE,0.170428,12303500000,10
STOM_MOUSE,0.186451,4800080000,4
STRAP_MOUSE,0.611109,12747700000,9
STS_MOUSE,0.420539,5735870000,5
STT3A_MOUSE,0.123229,46529700000,9
STT3B_MOUSE,0.375065,14488200000,8
STX12_MOUSE,0.271198,613377000,2
STX4_MOUSE,0.203419,1394200000,2
STX7_MOUSE,NaN,459127000,1
STXB2_MOUSE,0.394111,212339000,1
STXB3_MOUSE,0.509008,374075000,1
SUCA_MOUSE,0.114765,474485000000,15
SUCB1_MOUSE,0.172513,237033000000,14
SUCB2_MOUSE,0.168671,392446000000,23
SUCHY_MOUSE,0.015918,14567800000,10
SUMO2_MOUSE,1.247764,3923180000,1
SUOX_MOUSE,0.169273,238609000000,25
SURF4_MOUSE,0.491466,33962600000,5
SYAC_MOUSE,0.629349,79768700000,21
SYCC_MOUSE,0.498285,4735810000,3
SYDC_MOUSE,0.269299,76619200000,18
SYEP_MOUSE,0.288898,119503000000,43
SYFA_MOUSE,0.149747,32315400000,13
SYFB_MOUSE,0.138429,37951900000,12
SYHM_MOUSE,NaN,44715500,1
SYIC_MOUSE,0.204735,24525900000,14
SYIM_MOUSE,0.085702,38101600000,17
SYJ2B_MOUSE,0.322602,1665640000,2
SYK_MOUSE,0.252347,26358400000,8
SYLC_MOUSE,0.227695,24904900000,16
SYMC_MOUSE,0.39325,11855400000,12
SYNC_MOUSE,0.384456,61294100000,20
SYNM_MOUSE,NaN,10860100,1
SYQ_MOUSE,0.22991,22124600000,15
SYRC_MOUSE,0.177757,45139500000,17
SYSC_MOUSE,0.365158,16875600000,10
SYSM_MOUSE,0.104147,1282320000,4
SYTC_MOUSE,0.446223,95730300000,23
SYUA_MOUSE,0.319002,40762100,1
SYVC_MOUSE,0.103811,72637800000,25
SYWC_MOUSE,0.185995,4442880000,5
SYYC_MOUSE,0.160214,4820450000,7
SYYM_MOUSE,0.269453,1344300000,3
T23O_MOUSE,8.476446,16360200000,5
T254A_MOUSE,4.428712,998845000,1
T3HPD_MOUSE,0.489031,6145170000,5
TACO1_MOUSE,2.954901,9150740000,3
TADBP_MOUSE,0.274443,21817700000,5
TAGL2_MOUSE,0.250955,10581300000,3
TALDO_MOUSE,0.396584,97011000000,6
TAP1_MOUSE,0.431938,498732000,2
TB182_MOUSE,0.309873,212860000,2
TBA1A_MOUSE,0.23348,642716000000,27
TBA1B_MOUSE,0.176852,520104000000,27
TBA1C_MOUSE,0.193374,11281000000,1
TBA4A_MOUSE,0.414117,80783400000,5
TBAL3_MOUSE,0.185845,661350000,1
TBB2A_MOUSE,0.188283,1186280000000,39
TBB3_MOUSE,0.200172,223965000000,6
TBB4A_MOUSE,0.124948,236377000000,12
TBB4B_MOUSE,0.260739,63123900000,1
TBB5_MOUSE,0.308879,45170300000,7
TBB6_MOUSE,0.237864,15068200000,2
TBCEL_MOUSE,0.700801,3459430000,4
TBL2_MOUSE,0.168496,10738300000,9
TCEA1_MOUSE,0.959368,85594200,2
TCPA_MOUSE,0.436034,68062900000,20
TCPB_MOUSE,0.251371,177157000000,29
TCPD_MOUSE,0.331167,119493000000,18
TCPE_MOUSE,0.409918,73303000000,16
TCPG_MOUSE,0.412766,129181000000,23
TCPH_MOUSE,0.290118,60434100000,12
TCPQ_MOUSE,0.495266,170842000000,24
TCPW_MOUSE,0.237183,6634650000,4
TCPZ_MOUSE,0.477648,50788700000,12
TCTP_MOUSE,0.869683,113547000000,6
TEBP_MOUSE,0.396839,40072400000,4
TECR_MOUSE,0.264412,35034900000,8
TEFM_MOUSE,0.203624,47696000,1
TERA_MOUSE,0.460717,685853000000,46
TFR2_MOUSE,NaN,218195000,1
TGM1_MOUSE,0.071603,4376680000,7
TGM2_MOUSE,0.275854,119333000000,21
TGO1_MOUSE,0.359923,2799300000,8
THEM4_MOUSE,0.051073,1829290000,3
THIC_MOUSE,0.230065,629487000000,25
THIKA_MOUSE,0.602454,1882390000000,36
THIKB_MOUSE,0.655536,724770000000,21
THIL_MOUSE,0.176624,1339650000000,39
THIM_MOUSE,0.135122,6798770000000,59
THIO_MOUSE,0.256161,157580000000,5
THNS2_MOUSE,0.209155,51407100000,16
THOC4_MOUSE,0.110376,968585000,2
THOP1_MOUSE,NaN,517266000,2
THRB_MOUSE,1.931187,1607860000,2
THRSP_MOUSE,0.602327,5261150000,4
THTM_MOUSE,0.389348,71938300000,11
THTR_MOUSE,0.158067,830010000000,16
TI17B_MOUSE,0.31795,892032000,2
TI8AB_MOUSE,NaN,2019630000,1
TIF1B_MOUSE,0.444167,4464360000,3
TIM13_MOUSE,0.314777,17885700000,3
TIM16_MOUSE,0.16507,2077720000,1
TIM23_MOUSE,0.628688,2368240000,2
TIM44_MOUSE,0.234917,18831100000,11
TIM50_MOUSE,0.287202,24984700000,4
TIM9_MOUSE,0.153044,2390400000,2
TINAL_MOUSE,0.127432,5222300000,5
TKFC_MOUSE,0.297072,1741680000000,53
TKT_MOUSE,0.106174,973529000000,44
TLN1_MOUSE,0.310235,96797900000,47
TLN2_MOUSE,0.00499,1130280000,6
TM135_MOUSE,0.245329,455964000,1
TM14C_MOUSE,NaN,1126290000,2
TM177_MOUSE,0.202762,439658000,1
TM205_MOUSE,0.409884,60483700000,2
TM214_MOUSE,1.226592,7395560000,6
TM256_MOUSE,0.087133,48214000000,7
TM38B_MOUSE,0.718392,773087000,2
TM6S2_MOUSE,0.415728,2570210000,2
TM9S2_MOUSE,NaN,139263000,1
TM9S3_MOUSE,0.165945,1492250000,3
TM9S4_MOUSE,0.275512,2824630000,2
TMCO1_MOUSE,0.29462,12506100000,2
TMED1_MOUSE,0.288177,519950000,1
TMED2_MOUSE,0.186627,7998750000,2
TMED4_MOUSE,0.36408,948821000,1
TMED5_MOUSE,0.666597,5610680000,2
TMED9_MOUSE,0.389711,8035260000,2
TMEDA_MOUSE,0.346326,73528300000,7
TMM11_MOUSE,0.147998,3885980000,2
TMM19_MOUSE,0.594718,10110600000,1
TMM33_MOUSE,0.709747,16496600000,4
TMX1_MOUSE,0.387453,1571130000,1
TMX2_MOUSE,1.03262,1811330000,2
TNPO1_MOUSE,0.432574,1337880000,2
TNPO3_MOUSE,0.964852,220662000,1
TOIP1_MOUSE,0.273461,973240000,2
TOIP2_MOUSE,0.348771,697269000,2
TOLIP_MOUSE,1.631028,434716000,1
TOM22_MOUSE,0.296657,1284580000,1
TOM40_MOUSE,0.147118,10707900000,8
TOM70_MOUSE,0.283879,17816400000,9
TOP1_MOUSE,0.633495,2094770000,4
TPD52_MOUSE,0.077823,222725000,1
TPD54_MOUSE,0.87388,10067600000,4
TPIS_MOUSE,0.236957,999646000000,20
TPK1_MOUSE,0.186672,9509970000,3
TPM1_MOUSE,0.175429,3550570000,5
TPM3_MOUSE,0.220124,8944710000,7
TPM4_MOUSE,0.170807,4823790000,4
TPMT_MOUSE,0.243001,23481800000,8
TPP1_MOUSE,0.081162,109377000000,4
TPP2_MOUSE,0.117383,41862900000,26
TPPP_MOUSE,0.344626,311640000,1
TPR_MOUSE,0.971874,879422000,4
TPSN_MOUSE,0.742778,1638520000,3
TR150_MOUSE,0.614761,487903000,2
TRABD_MOUSE,0.742917,1703580000,1
TRAM1_MOUSE,0.218191,253096000,1
TRAP1_MOUSE,0.605403,337845000000,24
TRFE_MOUSE,1.171966,749580000000,47
TRI25_MOUSE,NaN,97170600,1
TRXR1_MOUSE,0.351526,57422300000,13
TRXR2_MOUSE,0.079015,31540600000,9
TSN9_MOUSE,0.69073,1020190000,1
TSR2_MOUSE,NaN,107737000,1
TT39C_MOUSE,0.457259,32619500000,11
TTC36_MOUSE,0.995749,431267000,1
TTC38_MOUSE,0.228981,54925100000,12
TTHY_MOUSE,7.517765,144478000000,7
TTL12_MOUSE,0.479071,242779000,2
TTPA_MOUSE,0.478965,76981200000,14
TWF1_MOUSE,0.508399,10073900000,2
TXD12_MOUSE,0.534356,6209710000,3
TXD17_MOUSE,0.232174,2391550000,1
TXND5_MOUSE,0.416963,83173600000,17
TXNL1_MOUSE,0.517239,37649100000,11
TXTP_MOUSE,0.157048,132159000000,9
TYSD1_MOUSE,2.032954,95483900,1
U2AF2_MOUSE,0.282804,7363140000,6
U520_MOUSE,0.906813,1363300000,5
U5S1_MOUSE,0.09931,3167720000,5
UAP1L_MOUSE,0.246311,40248500,1
UAP1_MOUSE,1.133614,822835000,2
UB2D2_MOUSE,0.330679,432866000,2
UB2L3_MOUSE,0.386227,53359900000,6
UB2V1_MOUSE,0.377035,9306910000,3
UB2V2_MOUSE,0.369381,4080460000,3
UBA1_MOUSE,0.363102,212294000000,36
UBA5_MOUSE,0.251787,2605070000,3
UBCP1_MOUSE,0.880958,625992000,2
UBE2K_MOUSE,0.70172,7110150000,3
UBE2N_MOUSE,0.3744,49135800000,5
UBE4A_MOUSE,0.449504,2615280000,3
UBP10_MOUSE,0.715618,829572000,1
UBP14_MOUSE,0.293635,19719800000,13
UBP15_MOUSE,NaN,180470000,1
UBP5_MOUSE,0.305064,32256700000,12
UBQL1_MOUSE,0.187722,83260900000,3
UBR4_MOUSE,1.076316,654443000,3
UBXN1_MOUSE,3.231713,620020000,1
UBXN4_MOUSE,1.00535,3390730000,2
UCHL3_MOUSE,0.13913,6506830000,6
UCHL5_MOUSE,0.272817,1109250000,2
UCRI_MOUSE,0.141553,105271000000,9
UD11_MOUSE,0.30728,1458620000000,33
UD16_MOUSE,0.256303,256751000000,20
UD19_MOUSE,0.292382,30504100000,6
UD2A1_MOUSE,0.3969,2314590000,2
UD2A3_MOUSE,0.247508,267722000000,26
UD3A1_MOUSE,0.503579,15402900000,5
UD3A2_MOUSE,0.447717,74016800000,13
UDB17_MOUSE,0.437894,1116440000000,29
UFC1_MOUSE,0.322982,871932000,1
UFD1_MOUSE,0.696267,8760260000,3
UFL1_MOUSE,0.25977,5529580000,6
UFM1_MOUSE,0.338465,13954500000,4
UFSP2_MOUSE,0.230712,2451300000,2
UGDH_MOUSE,0.436289,563222000000,36
UGGG1_MOUSE,0.27208,46057800000,22
UGPA_MOUSE,0.417056,388290000000,29
ULA1_MOUSE,0.258914,75564000,1
UMPS_MOUSE,0.415257,3030160000,4
URAD_MOUSE,0.512549,1735270000,2
URIC_MOUSE,0.522924,3421210000000,41
USO1_MOUSE,0.35802,23417300000,15
USP9X_MOUSE,0.890633,1979140000,5
VA0D1_MOUSE,0.400766,8182180000,4
VAC14_MOUSE,0.360314,913516000,4
VAMP3_MOUSE,NaN,474952000,1
VAMP8_MOUSE,NaN,1081680000,1
VAPA_MOUSE,0.295357,52064200000,13
VAPB_MOUSE,0.33525,15918400000,4
VASP_MOUSE,0.354933,347895000,1
VAT1_MOUSE,0.072567,7045250000,4
VATA_MOUSE,0.274781,22405100000,11
VATB2_MOUSE,0.255319,16541300000,14
VATC1_MOUSE,NaN,348466000,1
VATH_MOUSE,0.013448,368545000,1
VATL_MOUSE,0.149737,11851900000,2
VAV2_MOUSE,NaN,27918900,1
VDAC1_MOUSE,0.17151,352870000000,18
VDAC2_MOUSE,0.162844,104245000000,10
VDAC3_MOUSE,0.203807,158259000000,10
VIGLN_MOUSE,0.807977,169498000000,25
VIME_MOUSE,0.078356,109639000000,22
VINC_MOUSE,0.19155,105838000000,31
VINEX_MOUSE,0.13885,1441800000,2
VKGC_MOUSE,1.777774,10876600000,4
VKOR1_MOUSE,0.194267,21327900000,1
VKORL_MOUSE,0.310975,1176990000,1
VMA5A_MOUSE,0.364155,5854390000,8
VNN1_MOUSE,5.161901,3805810000,2
VP13C_MOUSE,0.572297,646199000,3
VP26A_MOUSE,0.18482,8128110000,6
VP26B_MOUSE,0.367983,4928700000,4
VP33A_MOUSE,0.330668,30198700,1
VP35L_MOUSE,0,682393000,1
VPS29_MOUSE,0.211229,7748130000,4
VPS35_MOUSE,0.252465,39562400000,15
VPS36_MOUSE,0.174226,208504000,2
VTDB_MOUSE,3.858395,58237000000,17
VTNC_MOUSE,4.842494,6603600000,4
VWA8_MOUSE,0.224262,75995200000,36
WASC5_MOUSE,0.218113,160062000,1
WDR1_MOUSE,0.136416,64380800000,16
WDR5_MOUSE,0.537297,221052000,1
WDR61_MOUSE,1.295899,199199000,1
XDH_MOUSE,0.305145,57828900000,17
XPO1_MOUSE,0.322633,4678750000,7
XPO2_MOUSE,0.471463,7811660000,11
XPO7_MOUSE,0.444434,469204000,2
XPP1_MOUSE,0.281585,523590000,1
XPP3_MOUSE,0.001192,3169610000,2
XXLT1_MOUSE,NaN,6557850000,1
XYLB_MOUSE,0.22353,117761000000,14
YBOX1_MOUSE,0.519693,39705900000,7
YKT6_MOUSE,0.075373,198781000,2
YMEL1_MOUSE,NaN,94318200,1
ZA2G_MOUSE,1.720369,562891000,1
ZN207_MOUSE,0.253186,1475540000,1
ZN326_MOUSE,0.299381,564180000,1
ZNFX1_MOUSE,0.61107,52047600,1
ZNT7_MOUSE,0.393949,358376000,1
ZO1_MOUSE,0.52284,8688170000,5

